Date,Articles,Terms,Negativ,Positiv
06/05/2008,13,4495,2.825361513,4.382647386
07/05/2008,5,1590,3.396226415,4.213836478
08/05/2008,12,3973,3.297256481,2.869368236
09/05/2008,8,2615,3.250478011,2.40917782
10/05/2008,5,1456,3.502747253,3.365384615
11/05/2008,4,1328,3.614457831,3.915662651
12/05/2008,8,2742,2.80816922,4.121079504
13/05/2008,11,3909,2.634944999,4.093118445
14/05/2008,10,3330,2.672672673,3.393393393
15/05/2008,13,4367,2.770780856,3.938630639
16/05/2008,10,3091,3.105791006,4.367518602
17/05/2008,4,1080,2.962962963,3.796296296
18/05/2008,3,1025,4.292682927,4.487804878
19/05/2008,7,2370,3.713080169,4.219409283
20/05/2008,9,3073,2.570777742,4.588350146
21/05/2008,12,4015,3.237858032,4.00996264
22/05/2008,10,3416,3.366510539,4.069086651
23/05/2008,10,3217,2.673298104,4.445135219
24/05/2008,5,1441,2.567661346,3.539208883
25/05/2008,3,1048,2.194656489,3.435114504
26/05/2008,7,2286,2.580927384,3.280839895
27/05/2008,10,3327,3.065825068,3.877366997
28/05/2008,7,2385,3.312368973,3.689727463
29/05/2008,9,3057,2.84592738,3.46745175
30/05/2008,7,2403,2.372034956,3.329171868
31/05/2008,4,1132,2.915194346,3.180212014
01/06/2008,3,1139,2.546093064,4.12642669
02/06/2008,6,2076,2.842003854,3.323699422
03/06/2008,11,3767,3.371383063,3.50411468
04/06/2008,9,3109,3.570279833,3.698938565
05/06/2008,12,4018,3.210552514,3.932304629
06/06/2008,7,2292,3.534031414,3.446771379
07/06/2008,4,1118,4.472271914,3.309481216
08/06/2008,3,997,3.209628887,4.613841525
09/06/2008,8,2734,2.779809802,3.877103146
10/06/2008,9,2995,3.338898164,3.606010017
11/06/2008,8,2769,3.358613218,4.297580354
12/06/2008,12,4050,3.555555556,4.271604938
13/06/2008,7,2292,3.403141361,3.926701571
14/06/2008,4,1097,3.737465816,4.010938924
15/06/2008,3,1011,2.472799209,2.670623145
16/06/2008,9,3097,2.841459477,3.584113658
17/06/2008,12,4024,3.180914513,3.851888668
18/06/2008,11,3707,2.508767197,4.208254653
19/06/2008,12,3993,3.230653644,3.981968445
20/06/2008,9,2861,3.77490388,3.355470115
21/06/2008,3,961,4.266389178,3.746097815
22/06/2008,3,1027,2.434274586,3.310613437
23/06/2008,9,3039,2.566633761,4.179006252
24/06/2008,13,4477,3.10475765,4.243913335
25/06/2008,11,3704,3.374730022,3.968682505
26/06/2008,8,2687,3.609973949,3.721622627
27/06/2008,9,3200,3.21875,4.3125
28/06/2008,5,1426,3.295932679,4.137447405
29/06/2008,3,1028,3.404669261,3.210116732
30/06/2008,8,2801,3.034630489,4.498393431
01/07/2008,9,3097,3.487245722,4.003874717
02/07/2008,7,2464,3.287337662,4.301948052
03/07/2008,9,2982,3.454057679,4.359490275
04/07/2008,5,1772,3.329571106,4.176072235
05/07/2008,3,948,3.05907173,4.113924051
06/07/2008,3,989,1.820020222,3.741152679
07/07/2008,8,2663,2.853924146,4.168231318
08/07/2008,11,3778,2.938062467,4.102699841
09/07/2008,11,3792,3.111814346,3.560126582
10/07/2008,11,3734,3.026245313,4.151044456
11/07/2008,8,2694,3.229398664,4.565701559
12/07/2008,3,758,3.957783641,4.353562005
13/07/2008,3,1111,2.97029703,3.96039604
14/07/2008,10,3434,2.475247525,4.105998835
15/07/2008,11,3849,2.805923617,4.208885425
16/07/2008,11,3669,3.570455165,4.006541292
17/07/2008,10,3557,3.261175148,4.666854091
18/07/2008,16,4813,3.345107002,4.155412425
19/07/2008,5,1468,3.337874659,3.882833787
20/07/2008,2,779,2.824133504,3.979460847
21/07/2008,9,3090,2.815533981,4.27184466
22/07/2008,12,4021,2.611290724,4.426759513
23/07/2008,14,4721,2.478288498,3.961025207
24/07/2008,13,4257,2.724923655,3.946441156
25/07/2008,11,3485,3.18507891,4.447632712
26/07/2008,6,1689,4.262877442,3.670811131
27/07/2008,3,1006,3.081510934,3.976143141
28/07/2008,7,2335,2.698072805,3.725910064
29/07/2008,13,4487,2.696679296,3.56585692
30/07/2008,15,4966,3.423278292,3.322593637
31/07/2008,13,4373,3.407271896,3.704550652
01/08/2008,11,3343,2.781932396,3.61950344
02/08/2008,2,635,3.307086614,1.88976378
03/08/2008,3,979,3.779366701,3.677221655
04/08/2008,6,2105,2.470308789,4.32304038
05/08/2008,9,3099,2.065182317,4.582123266
06/08/2008,10,3380,2.218934911,3.846153846
07/08/2008,12,4068,2.949852507,3.859390364
08/08/2008,8,2769,3.141928494,3.864210906
09/08/2008,3,844,2.843601896,3.55450237
10/08/2008,3,1078,3.06122449,3.06122449
11/08/2008,10,3300,3.727272727,3.787878788
12/08/2008,12,4085,3.549571603,3.843329253
13/08/2008,13,4415,3.646659117,3.918459796
14/08/2008,12,4062,3.471196455,4.209748892
15/08/2008,10,3204,3.589263421,3.277153558
16/08/2008,4,1088,3.400735294,3.125
17/08/2008,3,993,2.416918429,5.035246727
18/08/2008,8,2724,2.459618209,4.919236417
19/08/2008,11,3700,3.162162162,4.594594595
20/08/2008,10,3389,3.481853054,4.396577161
21/08/2008,8,2632,3.191489362,3.837386018
22/08/2008,8,2379,3.194619588,3.699033207
23/08/2008,3,773,2.97542044,3.492884864
24/08/2008,3,985,4.365482234,3.756345178
25/08/2008,8,2620,3.702290076,3.358778626
26/08/2008,8,2683,3.130823705,4.062616474
27/08/2008,10,3411,2.931691586,4.309586631
28/08/2008,7,2448,3.594771242,4.370915033
29/08/2008,7,2209,2.580353101,4.526935265
30/08/2008,4,1095,1.826484018,4.657534247
31/08/2008,3,1037,4.146576663,4.146576663
01/09/2008,9,3122,2.978859705,3.875720692
02/09/2008,10,3383,2.955956252,4.197457878
03/09/2008,10,3442,3.660662406,3.805926787
04/09/2008,12,3967,3.806402823,3.35265944
05/09/2008,9,2953,4.06366407,3.250931256
06/09/2008,3,992,2.419354839,2.318548387
07/09/2008,2,728,4.67032967,3.708791209
08/09/2008,7,2413,3.895565686,3.729796933
09/09/2008,11,3812,3.069254984,4.433368311
10/09/2008,14,4970,3.259557344,4.44668008
11/09/2008,13,4533,3.529671299,4.456210015
12/09/2008,8,2607,4.181051016,4.181051016
13/09/2008,3,990,3.939393939,5.252525253
14/09/2008,3,1042,4.702495202,2.207293666
15/09/2008,9,3172,4.098360656,4.129886507
16/09/2008,15,5407,3.42149066,4.290734233
17/09/2008,16,5647,3.612537631,4.1792102
18/09/2008,16,5566,3.826805605,4.240028746
19/09/2008,17,5713,3.710834938,3.990897952
20/09/2008,6,1959,4.696273609,3.777437468
21/09/2008,4,1344,3.794642857,2.901785714
22/09/2008,10,3640,2.802197802,4.450549451
23/09/2008,13,4418,2.897238569,4.572204617
24/09/2008,13,4693,2.87662476,4.304282975
25/09/2008,19,6548,3.436163714,3.833231521
26/09/2008,8,2584,3.444272446,3.792569659
27/09/2008,3,777,3.088803089,4.247104247
28/09/2008,4,1369,4.163623083,3.360116874
29/09/2008,13,4673,3.402525144,3.980312433
30/09/2008,17,5732,3.314724355,3.524075366
01/10/2008,16,5385,3.30547818,3.806870938
02/10/2008,15,5161,3.158302655,4.223987599
03/10/2008,12,4065,3.911439114,4.624846248
04/10/2008,7,2103,4.517356158,4.755111745
05/10/2008,3,1041,3.554274736,3.073967339
06/10/2008,14,4894,3.51450756,3.657539845
07/10/2008,13,4469,3.513090177,3.982993958
08/10/2008,16,5643,3.260676945,3.384724437
09/10/2008,15,4930,3.590263692,3.286004057
10/10/2008,11,3769,3.953303263,3.608384187
11/10/2008,6,1618,3.584672435,3.522867738
12/10/2008,3,1054,2.941176471,3.036053131
13/10/2008,11,4190,2.362768496,4.081145585
14/10/2008,21,6976,3.340022936,4.228784404
15/10/2008,20,6835,3.379663497,4.111192392
16/10/2008,20,6882,3.589072944,3.981400756
17/10/2008,17,5742,3.796586555,3.570184605
18/10/2008,5,1455,3.573883162,2.817869416
19/10/2008,3,1040,4.807692308,3.076923077
20/10/2008,10,3693,3.113999458,3.682642838
21/10/2008,19,6770,3.101920236,3.943870015
22/10/2008,14,4696,3.32197615,3.577512777
23/10/2008,11,3962,3.23069157,3.685007572
24/10/2008,10,3425,2.802919708,3.795620438
25/10/2008,3,776,3.994845361,3.350515464
26/10/2008,3,1146,3.577661431,3.664921466
27/10/2008,12,4283,2.91851506,3.642306794
28/10/2008,17,6019,2.957301877,3.970759262
29/10/2008,20,7258,3.30669606,3.747588867
30/10/2008,15,5212,3.664620107,3.779739064
31/10/2008,12,4167,3.16774658,4.223662107
01/11/2008,6,1584,2.777777778,3.724747475
03/11/2008,13,4613,2.774766963,4.183828311
04/11/2008,14,4941,2.934628618,3.865614248
05/11/2008,19,6647,3.038964947,4.182337897
06/11/2008,16,5527,2.804414692,3.81762258
07/11/2008,11,3532,3.142695357,3.567383918
08/11/2008,4,1144,3.671328671,3.671328671
09/11/2008,3,1040,2.980769231,2.692307692
10/11/2008,11,3955,3.767383059,3.96965866
11/11/2008,15,5165,3.736689255,4.394966118
12/11/2008,16,5540,3.44765343,4.422382671
13/11/2008,12,4208,3.6121673,3.730988593
14/11/2008,12,3771,3.951206577,3.102625298
15/11/2008,3,820,2.43902439,2.56097561
16/11/2008,4,1416,4.519774011,3.813559322
17/11/2008,12,4400,3.022727273,4.136363636
18/11/2008,12,4029,3.375527426,4.144949119
19/11/2008,13,4541,3.369301916,4.492402555
20/11/2008,15,5068,3.354380426,3.275453828
21/11/2008,17,5705,2.857142857,3.698510079
22/11/2008,8,2408,3.280730897,3.986710963
23/11/2008,3,1072,3.731343284,4.197761194
24/11/2008,12,4478,3.416703886,4.086645824
25/11/2008,16,5528,3.437047757,3.907380608
26/11/2008,14,4881,2.99119033,4.158983815
27/11/2008,11,3951,3.037205771,3.97367755
28/11/2008,11,3486,3.155479059,3.614457831
29/11/2008,6,1774,3.100338219,3.551296505
30/11/2008,2,665,1.804511278,4.210526316
01/12/2008,9,3249,2.893197907,4.309018159
02/12/2008,16,5661,3.126656068,4.310192545
03/12/2008,17,6255,2.893685052,4.636290967
04/12/2008,17,5850,3.743589744,3.863247863
05/12/2008,14,4655,3.759398496,3.587540279
06/12/2008,7,2044,4.060665362,3.62035225
07/12/2008,3,1023,4.007820137,3.225806452
08/12/2008,11,3958,2.728650834,4.017180394
09/12/2008,16,5411,3.160229163,3.677693587
10/12/2008,13,4524,4.067197171,3.669319187
11/12/2008,13,4624,3.762975779,3.784602076
12/12/2008,8,2675,4.074766355,3.476635514
13/12/2008,5,1480,4.256756757,4.054054054
14/12/2008,4,1798,2.614015573,4.949944383
15/12/2008,9,3037,3.259795851,3.325650313
16/12/2008,15,5122,3.59234674,3.748535728
17/12/2008,14,4858,3.128859613,3.993412927
18/12/2008,12,4140,2.777777778,3.985507246
19/12/2008,8,2822,2.693125443,3.791637137
20/12/2008,4,1135,3.083700441,3.700440529
21/12/2008,3,1080,3.148148148,3.981481481
22/12/2008,9,3150,2.444444444,3.26984127
23/12/2008,13,4382,3.03514377,3.423094477
24/12/2008,6,1928,4.201244813,4.045643154
26/12/2008,4,1144,4.108391608,3.409090909
27/12/2008,4,1080,4.259259259,3.611111111
28/12/2008,3,1051,5.328258801,2.473834443
29/12/2008,2,691,5.933429812,3.039073806
30/12/2008,6,1979,4.850934816,3.739262254
31/12/2008,5,1663,4.570054119,4.149128082
01/01/2009,2,689,3.628447025,4.208998549
02/01/2009,7,2098,3.908484271,3.813155386
03/01/2009,3,963,4.153686397,4.049844237
04/01/2009,3,1368,2.997076023,4.751461988
05/01/2009,11,3903,3.023315398,4.09941071
06/01/2009,14,4884,3.378378378,4.074529075
07/01/2009,19,6466,3.417878132,3.618929787
08/01/2009,14,4608,3.689236111,3.407118056
09/01/2009,15,5379,2.658486708,5.000929541
10/01/2009,5,1399,2.859185132,4.932094353
11/01/2009,2,665,2.556390977,3.609022556
12/01/2009,13,4566,3.219448095,3.876478318
13/01/2009,19,6519,3.267372296,3.635526921
14/01/2009,22,7504,3.424840085,3.87793177
15/01/2009,18,5922,3.225261736,4.221546775
16/01/2009,12,3961,3.054784145,3.988891694
17/01/2009,6,1746,3.207331042,4.12371134
18/01/2009,3,1048,3.816793893,3.816793893
19/01/2009,7,2413,3.315375052,3.771239121
20/01/2009,16,5507,3.359360814,3.740693663
21/01/2009,15,5071,3.17491619,3.845395386
22/01/2009,14,4937,3.078792789,3.990277496
23/01/2009,12,4017,3.55987055,3.310928554
24/01/2009,4,1147,3.31299041,3.225806452
25/01/2009,3,1017,2.654867257,3.539823009
26/01/2009,10,3495,2.861230329,4.091559371
27/01/2009,15,5111,3.032674623,3.971825474
28/01/2009,14,4680,3.354700855,3.162393162
29/01/2009,14,4750,3.305263158,3.305263158
30/01/2009,10,3268,3.121175031,3.794369645
31/01/2009,4,1140,2.894736842,4.298245614
01/02/2009,3,1013,3.948667325,3.356367226
02/02/2009,6,2043,2.936857562,3.524229075
03/02/2009,13,4493,3.182728689,4.58490986
04/02/2009,14,4749,3.221730891,4.464097705
05/02/2009,16,5370,3.054003724,4.152700186
06/02/2009,14,4539,2.952192113,3.899537343
07/02/2009,6,1766,3.62400906,3.114382786
09/02/2009,12,4263,3.565564157,4.081632653
10/02/2009,18,6131,3.294731691,3.555700538
11/02/2009,16,5390,3.172541744,3.246753247
12/02/2009,14,4782,3.074027604,3.701380176
13/02/2009,12,3747,2.668801708,3.789698425
14/02/2009,6,1588,2.959697733,3.967254408
15/02/2009,3,1032,2.61627907,4.360465116
16/02/2009,5,1774,3.156708005,3.551296505
17/02/2009,15,5154,3.434225844,4.287931704
18/02/2009,14,4834,3.268514688,3.558129913
19/02/2009,15,4948,3.375101051,3.738884398
20/02/2009,14,4492,3.138913624,4.140694568
21/02/2009,4,1275,4,3.137254902
22/02/2009,4,1352,4.068047337,3.846153846
23/02/2009,12,4236,3.092540132,3.80075543
24/02/2009,17,6424,2.661892902,4.094022416
25/02/2009,15,5236,2.845683728,4.35446906
26/02/2009,18,6461,3.033586132,4.147964711
27/02/2009,16,5431,3.130178604,4.161296262
28/02/2009,3,969,4.024767802,4.334365325
02/03/2009,8,3110,2.379421222,4.951768489
03/03/2009,19,6741,2.803738318,4.346536122
04/03/2009,19,6639,3.34387709,3.810814882
05/03/2009,15,5317,3.573443671,4.02482603
06/03/2009,10,3431,3.759836782,3.934712912
07/03/2009,4,1113,4.312668464,4.132973944
08/03/2009,3,1131,2.652519894,2.917771883
09/03/2009,10,3819,2.801780571,4.032469233
10/03/2009,16,6106,3.193580085,3.750409433
11/03/2009,17,7051,3.205219118,3.942703163
12/03/2009,10,4589,3.116147309,3.922423186
13/03/2009,17,5875,3.523404255,3.94893617
14/03/2009,6,1566,3.831417625,4.278416347
15/03/2009,4,1589,2.45437382,3.775959723
16/03/2009,12,4762,3.170936581,4.262914742
17/03/2009,13,5120,3.1640625,4.51171875
18/03/2009,17,6653,3.186532391,4.373966632
19/03/2009,17,6518,2.531451365,4.280454127
20/03/2009,12,4410,2.947845805,4.263038549
21/03/2009,6,1748,3.947368421,4.405034325
22/03/2009,4,1615,3.095975232,3.095975232
23/03/2009,14,6001,3.099483419,3.916013998
24/03/2009,18,6939,3.602824614,3.790171494
25/03/2009,18,7378,3.076714557,3.700189753
26/03/2009,16,6555,3.142639207,3.966437834
27/03/2009,12,4406,3.381752156,4.289605084
28/03/2009,6,1788,3.355704698,5.033557047
29/03/2009,3,1382,2.677279305,6.150506512
30/03/2009,10,4116,2.478134111,4.421768707
31/03/2009,16,6452,2.526348419,3.843769374
01/04/2009,15,5866,2.812819639,4.48346403
02/04/2009,15,5816,2.716643741,4.281292985
03/04/2009,13,4591,2.352428665,4.13853191
04/04/2009,6,1742,2.69804822,3.903559127
05/04/2009,3,1142,2.977232925,3.064798599
06/04/2009,9,3746,3.283502403,3.443673251
07/04/2009,10,3847,2.989342345,3.639199376
08/04/2009,14,5343,3.275313494,3.574770728
09/04/2009,15,5205,3.189241114,3.746397695
10/04/2009,1,367,1.36239782,5.177111717
12/04/2009,3,1078,3.710575139,3.432282004
13/04/2009,5,1779,2.810567735,3.653738055
14/04/2009,7,3192,2.506265664,4.010025063
15/04/2009,7,3298,3.547604609,3.850818678
16/04/2009,7,3315,3.34841629,3.861236802
17/04/2009,4,1646,2.490886999,4.009720535
19/04/2009,3,1238,2.827140549,3.715670436
20/04/2009,8,3701,1.999459606,4.458254526
21/04/2009,8,4027,2.210081947,3.799354358
22/04/2009,8,3557,3.008152938,3.795333146
23/04/2009,8,3757,2.102741549,4.338568006
24/04/2009,7,2908,2.544704264,3.748280605
26/04/2009,3,1066,2.908067542,4.127579737
27/04/2009,7,3503,2.654867257,3.711104767
28/04/2009,10,4251,3.081627852,3.45800988
29/04/2009,9,4048,3.112648221,3.409090909
30/04/2009,10,4336,3.159594096,3.943726937
01/05/2009,6,2424,2.351485149,4.49669967
03/05/2009,4,1620,2.160493827,4.567901235
04/05/2009,5,1967,3.457041179,3.457041179
05/05/2009,9,3714,2.773290253,3.984921917
06/05/2009,8,3594,2.754590985,4.396215915
07/05/2009,10,4371,2.127659574,4.438343628
08/05/2009,6,2655,2.74952919,3.427495292
10/05/2009,3,1125,2.844444444,2.4
11/05/2009,11,4912,2.219055375,3.745928339
12/05/2009,7,3157,3.040861577,3.642698765
13/05/2009,10,4676,2.331052181,3.977758768
14/05/2009,8,3488,2.666284404,3.985091743
15/05/2009,7,2940,2.619047619,3.741496599
17/05/2009,3,1203,2.078137988,4.571903574
18/05/2009,5,2240,2.633928571,5.089285714
19/05/2009,8,3929,2.621532196,4.123186561
20/05/2009,7,3028,2.675033025,4.491413474
21/05/2009,8,3565,3.309957924,3.309957924
22/05/2009,5,2150,2.604651163,3.627906977
24/05/2009,3,1205,2.406639004,4.730290456
25/05/2009,5,2232,2.553763441,5.241935484
26/05/2009,7,3161,2.973742487,3.986080354
27/05/2009,8,3614,2.600996126,4.565578307
28/05/2009,11,4746,2.675937632,4.319426886
29/05/2009,4,1828,2.352297593,4.704595186
31/05/2009,2,827,2.660217654,4.23216445
01/06/2009,8,3418,2.808660035,3.627852545
02/06/2009,10,4458,2.220726783,4.284432481
03/06/2009,8,3663,2.02020202,4.04040404
05/06/2009,3,1154,2.94627383,3.812824957
07/06/2009,3,1075,1.953488372,6.046511628
08/06/2009,8,3244,3.020961776,3.606658446
09/06/2009,9,3845,1.924577373,4.213263979
10/06/2009,10,4109,3.212460453,5.183743003
11/06/2009,10,3898,2.66803489,3.796818881
12/06/2009,6,2213,2.711251695,4.699502937
14/06/2009,3,1089,2.571166208,3.03030303
15/06/2009,9,3912,2.862985685,4.3200409
16/06/2009,8,3328,1.983173077,5.018028846
17/06/2009,9,3909,2.353543106,3.939626503
18/06/2009,8,3298,2.637962401,3.668890237
19/06/2009,5,1706,3.223915592,4.68933177
21/06/2009,4,1501,3.131245836,4.463690873
22/06/2009,9,3545,2.538787024,4.259520451
23/06/2009,13,5493,2.985618059,4.132532314
24/06/2009,8,3110,2.70096463,3.633440514
25/06/2009,9,3473,2.591419522,4.232651886
26/06/2009,6,2334,2.35646958,3.727506427
28/06/2009,3,1105,1.900452489,4.43438914
29/06/2009,11,4445,3.329583802,3.599550056
30/06/2009,8,3222,2.420856611,4.376163873
01/07/2009,10,3854,2.880124546,3.502854177
02/07/2009,5,1937,3.562209602,4.543107899
03/07/2009,5,1757,3.357996585,3.414911781
05/07/2009,3,1017,2.654867257,3.048180924
06/07/2009,8,3328,2.373798077,4.627403846
07/07/2009,10,4193,2.647269258,3.744335798
08/07/2009,8,3175,2.866141732,3.464566929
09/07/2009,8,3064,2.219321149,3.394255875
10/07/2009,4,1560,2.692307692,3.397435897
12/07/2009,3,996,2.911646586,4.016064257
13/07/2009,7,2655,2.86252354,3.126177024
14/07/2009,8,3122,2.818705958,2.850736707
15/07/2009,6,2355,2.675159236,3.184713376
16/07/2009,9,3285,2.435312024,3.774733638
17/07/2009,5,1603,2.807236432,3.181534623
19/07/2009,2,672,3.125,4.31547619
20/07/2009,9,3364,2.318668252,4.013079667
21/07/2009,10,3691,2.194527228,4.226496884
22/07/2009,7,2743,3.536274152,3.937294933
23/07/2009,9,3672,2.505446623,3.921568627
24/07/2009,6,2276,2.37258348,3.251318102
26/07/2009,4,1376,2.470930233,4.069767442
27/07/2009,6,2223,4.498425551,3.238866397
28/07/2009,9,3496,2.860411899,3.632723112
29/07/2009,8,3287,2.555521752,3.072710678
30/07/2009,8,3194,3.287413901,3.788353162
31/07/2009,6,2229,2.467474204,3.903095559
02/08/2009,3,1112,2.248201439,5.935251799
03/08/2009,7,2420,2.644628099,3.47107438
04/08/2009,7,2615,2.868068834,3.632887189
05/08/2009,6,2214,3.613369467,3.568202349
06/08/2009,7,2599,2.924201616,3.193535975
07/08/2009,6,2012,3.131212724,2.982107356
09/08/2009,3,988,2.935222672,3.441295547
10/08/2009,7,2498,2.602081665,3.722978383
11/08/2009,6,2161,3.470615456,3.37806571
12/08/2009,6,2075,3.710843373,3.759036145
13/08/2009,5,1913,2.875065342,2.718243596
14/08/2009,5,1420,2.746478873,4.788732394
16/08/2009,1,338,2.071005917,1.775147929
17/08/2009,7,2870,2.787456446,3.066202091
18/08/2009,6,2084,3.454894434,3.166986564
19/08/2009,6,2079,3.463203463,3.559403559
20/08/2009,7,2635,3.036053131,3.30170778
21/08/2009,5,1500,2.266666667,3.133333333
23/08/2009,3,979,2.145045965,3.575076609
24/08/2009,5,1715,2.390670554,3.673469388
25/08/2009,6,1967,3.406202339,4.06710727
26/08/2009,5,1812,3.366445916,3.421633554
27/08/2009,6,2255,3.370288248,3.592017738
28/08/2009,4,1221,3.603603604,3.603603604
30/08/2009,3,1006,3.578528827,4.174950298
31/08/2009,6,1980,2.777777778,3.383838384
01/09/2009,4,1418,2.468265162,4.090267983
02/09/2009,5,1774,2.198421646,3.043968433
03/09/2009,5,1723,3.19210679,3.598374927
04/09/2009,4,1141,3.2427695,2.804557406
06/09/2009,3,1011,2.472799209,3.758654797
07/09/2009,5,1831,2.676133261,3.167667941
08/09/2009,7,2367,3.253062949,3.88677651
09/09/2009,7,2257,2.525476296,5.405405405
10/09/2009,7,2652,1.960784314,4.411764706
11/09/2009,4,1253,4.229848364,2.63367917
13/09/2009,3,989,1.718907988,3.640040445
14/09/2009,7,2259,3.93979637,3.452855246
15/09/2009,5,1964,3.00407332,3.513238289
16/09/2009,7,2359,3.348876643,3.179313268
17/09/2009,6,1990,3.618090452,3.768844221
18/09/2009,5,1661,3.311258278,3.973509934
20/09/2009,3,974,3.696098563,3.490759754
21/09/2009,6,2053,1.802240623,4.042864101
22/09/2009,8,2738,2.081811541,4.528853178
23/09/2009,8,2951,2.609284988,4.235852253
24/09/2009,8,2727,3.116978365,4.290429043
25/09/2009,6,1942,2.36869207,3.24407827
27/09/2009,2,636,2.201257862,3.459119497
28/09/2009,9,3215,2.892690513,4.572317263
29/09/2009,7,2432,3.001644737,4.317434211
30/09/2009,10,3513,3.074295474,3.871335041
01/10/2009,9,3138,3.473550032,4.557042702
02/10/2009,7,2057,2.771025766,3.062712688
04/10/2009,3,999,1.901901902,3.903903904
05/10/2009,8,2800,3.178571429,3.571428571
06/10/2009,7,2394,2.589807853,3.258145363
07/10/2009,7,2556,3.090766823,3.364632238
08/10/2009,5,1846,2.762730228,3.087757313
09/10/2009,6,1674,2.628434886,4.062126643
12/10/2009,8,2808,3.525641026,3.774928775
13/10/2009,5,1647,2.610807529,3.64298725
14/10/2009,6,2097,3.195040534,3.862660944
15/10/2009,9,3410,2.961876833,3.401759531
16/10/2009,6,1815,3.195592287,3.691460055
18/10/2009,3,1062,3.389830508,3.201506591
19/10/2009,8,2834,3.175723359,3.211009174
20/10/2009,7,2332,3.387650086,3.816466552
21/10/2009,9,3315,2.654600302,4.374057315
22/10/2009,8,3094,2.844214609,2.973497091
23/10/2009,6,1907,3.146303094,2.67435763
25/10/2009,3,977,1.842374616,3.787103378
26/10/2009,7,2397,2.878598248,4.255319149
27/10/2009,5,2025,3.160493827,3.308641975
28/10/2009,7,2627,3.007232585,3.349828702
29/10/2009,6,2259,3.541389996,3.187250996
30/10/2009,4,1469,3.131381892,3.744043567
01/11/2009,4,1239,3.228410008,2.824858757
02/11/2009,7,2559,3.20437671,3.477921063
03/11/2009,6,2382,3.316540722,3.778337531
04/11/2009,7,2674,2.879581152,4.375467464
05/11/2009,8,3133,2.298116821,3.032237472
06/11/2009,5,1780,2.584269663,2.921348315
08/11/2009,1,315,5.714285714,5.714285714
09/11/2009,4,1451,2.756719504,4.824259132
10/11/2009,8,2961,2.836879433,3.512326917
11/11/2009,9,3369,2.819827842,3.650934996
12/11/2009,6,2098,3.622497617,4.051477598
13/11/2009,5,1659,3.375527426,3.496081977
15/11/2009,3,994,3.923541247,3.420523139
16/11/2009,6,2176,2.803308824,4.044117647
17/11/2009,5,1853,1.672962763,4.425256341
18/11/2009,8,2758,2.755620015,3.807106599
19/11/2009,7,2692,2.414561664,3.306092125
20/11/2009,5,1701,3.880070547,3.115814227
22/11/2009,3,988,3.137651822,3.542510121
23/11/2009,5,1969,2.18384967,3.910614525
24/11/2009,9,3169,3.124013885,3.471126538
25/11/2009,6,2117,3.826169107,3.023145961
26/11/2009,8,2707,3.952715183,2.475064647
27/11/2009,5,1785,2.521008403,3.24929972
29/11/2009,3,982,3.767820774,2.545824847
30/11/2009,5,1846,2.979414951,3.250270856
01/12/2009,9,3217,2.23811004,3.419334784
02/12/2009,5,1864,3.64806867,2.950643777
03/12/2009,5,1820,2.527472527,4.285714286
04/12/2009,6,1875,2.986666667,3.68
06/12/2009,3,966,2.795031056,4.761904762
07/12/2009,4,1409,3.974449965,3.122782115
08/12/2009,6,2119,3.209060878,3.775365739
09/12/2009,6,1957,3.730199285,3.06591722
10/12/2009,6,1966,2.746693795,3.560528993
11/12/2009,4,1065,3.661971831,4.788732394
13/12/2009,3,932,3.862660944,2.896995708
15/12/2009,5,1607,3.360298693,3.671437461
16/12/2009,6,1934,3.154084798,4.084798345
17/12/2009,6,1977,3.237228123,3.945371775
18/12/2009,3,849,3.415783274,3.533568905
21/12/2009,7,2419,3.224472923,3.637866887
22/12/2009,4,1322,2.496217852,3.706505295
23/12/2009,4,1326,2.941176471,3.46907994
27/12/2009,3,992,2.923387097,2.016129032
28/12/2009,5,1579,3.229892337,3.86320456
29/12/2009,5,1622,3.2675709,4.562268804
30/12/2009,5,1612,3.163771712,3.287841191
01/01/2010,2,643,3.421461897,2.954898911
03/01/2010,1,333,3.003003003,1.801801802
04/01/2010,5,1643,2.73889227,4.138770542
05/01/2010,6,1923,2.132085283,4.004160166
06/01/2010,6,1899,2.422327541,3.475513428
07/01/2010,8,2596,3.351309707,3.505392912
08/01/2010,5,1450,3.586206897,3.310344828
10/01/2010,3,1000,2.5,3.5
11/01/2010,6,2129,3.053076562,3.47581024
12/01/2010,9,3232,2.815594059,3.991336634
13/01/2010,5,1733,3.46220427,4.039238315
14/01/2010,7,2395,2.588726514,4.342379958
15/01/2010,6,2021,2.325581395,4.403760515
17/01/2010,3,970,2.783505155,3.711340206
18/01/2010,9,3105,2.608695652,3.961352657
19/01/2010,7,2408,3.239202658,4.235880399
20/01/2010,6,2041,3.282704557,4.164625184
21/01/2010,8,2698,3.187546331,4.373610082
22/01/2010,6,1941,3.863987635,3.70942813
24/01/2010,3,965,3.10880829,3.834196891
25/01/2010,7,2498,2.962369896,3.84307446
26/01/2010,8,2998,2.901934623,4.036024016
27/01/2010,10,3951,2.480384713,3.568716781
28/01/2010,3,987,2.836879433,3.647416413
29/01/2010,4,1273,2.513747054,2.827965436
31/01/2010,3,1008,3.273809524,3.670634921
01/02/2010,8,2914,2.848318463,3.84351407
02/02/2010,8,2977,2.788041653,3.762176688
03/02/2010,8,2968,2.830188679,4.076819407
